#,case,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Cooling,Lighting,Equipment,fadian
7671,7672,360,0.179629635,0.183503329,0.472688766,0.336703461,0.522671602,0.514856882,0.321824092,0.526217746,0.433938534,0.396432559,0.865099616,0.55163649,0.535050287,0.885310161,0.502578075,0.456588988,0.850323586,0.460551241,0.467163863,2.515921964,0.55490186,15.49038214,0.814969984,6.389137087,0.844024154,12.96478774,0.923897905,23.16289089,23.32679908,17,52347.72633,8810.06016,49070.31978,56477.97177
7672,7673,340,0.127500752,0.166963923,0.642657501,0.646984228,0.470919649,0.667940754,0.355514923,0.651541177,0.418958492,0.6182059,0.903752869,0.78348677,0.660243294,0.602225486,1.07411713,0.621753218,0.608940281,0.288157915,0.417899391,1.421865236,0.606294013,13.01108922,0.831593892,7.710003592,0.84665013,12.7808142,0.839965719,24.44276922,25.21886129,19,63084.75607,12646.21161,52775.3148,51878.58597
7673,7674,190,0.189282159,0.161107367,0.377130113,0.445352269,0.715590056,0.83452906,0.486309178,0.553422474,0.388083691,0.511156069,0.802049562,0.580655002,0.659446926,0.868632822,1.110132033,0.523744639,0.709995307,0.349584983,0.192366974,2.653484423,0.516170825,12.63098773,0.780323637,5.576913313,0.775329897,11.6233775,0.796413052,24.81964638,24.14120761,17,43705.61555,6779.89374,37922.78514,64455.3297
7674,7675,60,0.197092421,0.119235793,0.430714472,0.726310584,0.486140241,0.767872494,0.520689637,0.587961262,0.599941267,0.507321712,0.784286246,0.594626237,0.901306228,0.813940242,0.96876713,0.578926596,0.450873481,0.198942117,0.403927865,1.412786334,0.43409904,13.23566921,0.763845381,5.100826873,0.909134622,14.45275818,0.799303959,24.60352798,23.05643821,18,57917.18924,8172.63906,52057.69041,61238.54241
7675,7676,260,0.156917751,0.130472296,0.574215748,0.543378097,0.721937794,0.61523931,0.371150926,0.251909855,0.620081301,0.358005936,0.742470088,0.663536694,0.638745943,0.692991495,0.476393573,0.677799189,1.116026965,0.480972879,0.34420751,1.899877145,0.54659477,12.78980655,0.815578951,7.31431337,0.762191876,11.02955044,0.891202214,24.88047821,23.12144234,17,47382.48421,8631.0342,40268.32344,54105.63909
7676,7677,110,0.142260499,0.140692231,0.560532835,0.529747488,0.717823615,0.519746392,0.465468022,0.315629061,0.466213081,0.365886991,0.730519631,0.755420239,0.706909856,0.606669181,0.944936993,0.440913404,0.770408927,0.41874122,0.443501751,2.03112653,0.598229531,12.57111773,0.846891335,6.00140101,0.812076568,12.8330109,0.846672881,25.36102545,27.81575996,19,63221.23388,10449.13785,53413.98177,53078.29665
7677,7678,230,0.196763779,0.169973178,0.820429194,0.626280936,0.437561145,0.457487253,0.38149712,0.509531315,0.372946217,0.488431965,0.815992452,0.557544283,0.655107392,0.690515619,1.161234365,0.456879828,0.704859203,0.424137889,0.222098717,2.577327782,0.469491452,14.20912908,0.743538151,6.00676416,0.796673396,11.71322721,0.753985274,23.86522997,26.90665592,18,50967.31436,9263.20041,39798.03204,63791.19924
7678,7679,350,0.176382574,0.128339814,0.732062359,0.615113656,0.655165826,0.499379829,0.285159903,0.346164271,0.489385026,0.37222798,0.882867655,0.676845297,0.715873079,0.609094821,0.775291932,0.714079246,0.75447162,0.422903877,0.426553336,1.968019234,0.635795399,14.17312624,0.821528074,7.747774474,0.951504462,12.30970999,0.813416059,24.49345165,24.41629053,19,57181.21252,15850.23609,49223.36559,51300.9372
7679,7680,150,0.133545583,0.172867111,0.495553313,0.5719915,0.484334058,0.705377195,0.432289626,0.369998909,0.455797061,0.473655518,0.819127609,0.667378657,0.709801662,0.89136736,1.180961274,0.668090029,0.785945058,0.153018579,0.403044374,1.884712614,0.613671646,13.90337475,0.862705766,5.968868862,0.73595144,12.47454459,0.914710607,25.11608604,24.38365312,19,55203.37482,9038.68548,56094.35499,58953.61356
7680,7681,160,0.12598907,0.162253201,0.606695781,0.462960036,0.736875377,0.50795817,0.410657959,0.438675693,0.505465968,0.432798207,0.776728239,0.68168485,0.786796439,0.766923597,0.40929946,0.436330398,0.915404065,0.446679051,0.323439442,2.506084268,0.59794514,14.06868842,0.89861663,7.739456362,0.928561842,11.36464344,0.769224399,24.90498225,22.77681939,17,44194.35847,10779.32283,35812.80783,54571.76778
7681,7682,250,0.14156556,0.169626851,0.504369252,0.518499526,0.805669841,0.574664489,0.568320726,0.513037067,0.356995374,0.437582841,0.889318644,0.68430329,0.678447582,0.592307394,0.985009971,0.51654441,1.088318185,0.313013073,0.16532788,2.756372567,0.742458505,14.72187685,0.878621165,6.391466063,0.787322561,13.07839139,0.856471892,24.5200234,24.58770923,18,47398.51266,7875.19986,50476.54731,57459.81216
7682,7683,0,0.156376123,0.169182966,0.526012666,0.52184017,0.834928221,0.728177332,0.48883484,0.310922551,0.470542341,0.547681382,0.675680008,0.882999354,0.721130329,0.729485766,0.781815209,0.433612196,0.677355281,0.21608374,0.154990002,1.096308788,0.482973953,13.1376193,0.804184455,6.144493171,0.891550028,13.80702785,0.855846825,24.03136169,22.44705192,17,44664.61172,9141.36021,48408.95901,63649.91889
7683,7684,0,0.164424978,0.149378618,0.661332015,0.458639114,0.630706309,0.577798046,0.321118534,0.362586669,0.43225731,0.400458862,0.824153689,0.890102903,0.625354379,0.774740628,0.581581084,0.728148737,0.700166711,0.19454772,0.270075155,1.931267241,0.446231468,12.92563218,0.849863452,7.292890216,0.760022399,14.1140861,0.870438196,25.0328575,23.82467812,17,45731.78058,10631.53845,50329.22073,56225.62914
7684,7685,360,0.174543481,0.185301546,0.699702935,0.483131529,0.707695727,0.749337467,0.360045966,0.439623349,0.627554006,0.571765214,0.618613794,0.623179311,0.633621027,0.597451283,0.424830594,0.402653658,0.899382784,0.275420951,0.315272678,2.857368032,0.502139831,13.932278,0.751562743,6.259216992,0.86960731,13.4365568,0.801789554,24.74126658,24.06755416,19,52746.62382,11052.1095,52961.36145,61111.33941
7685,7686,30,0.160825651,0.109851717,0.691695098,0.647973437,0.710878374,0.498272081,0.551901146,0.514381306,0.655407232,0.365046501,0.757960619,0.748178567,0.637220144,0.5853373,0.773459492,0.435172921,0.93923712,0.164266686,0.375162446,2.620465991,0.48560783,12.4737952,0.87739965,6.739682591,0.742825256,13.47179159,0.914775715,24.38336557,28.93616866,18,60096.17881,8606.75445,55534.41,50611.15686
7686,7687,260,0.164242638,0.209116396,0.512612295,0.509149714,0.60058436,0.688135998,0.467866511,0.605405537,0.557173029,0.542873039,0.877603413,0.83567225,0.867722081,0.665216572,0.852742285,0.416456193,1.090870805,0.347233108,0.454839502,1.359061402,0.412469468,13.9206018,0.774341514,4.810660161,0.811243817,10.85404032,0.76469577,23.43865571,25.75151774,17,55242.18536,6143.58444,34002.40503,73711.28052
7687,7688,280,0.169585887,0.190364842,0.586060422,0.545950516,0.737984108,0.467337271,0.665744187,0.635382865,0.417184184,0.492823515,0.6106429,0.67886221,0.814434972,0.548710367,1.026078844,0.474951627,0.471442075,0.325284011,0.495195563,1.435940152,0.500507315,15.59226606,0.747422773,5.152069916,0.852584875,11.90321515,0.751862851,25.81520318,25.21247046,17,47966.67734,6705.75303,36663.3708,62217.64254
7688,7689,230,0.174160512,0.147396807,0.436260468,0.629143582,0.674915307,0.629495567,0.352013734,0.425196367,0.368013692,0.486093737,0.837846051,0.723328917,0.907429044,0.572593101,0.900474543,0.660219384,1.129608162,0.158228772,0.49937995,1.035931403,0.541680124,14.63709721,0.846104671,6.079971117,0.883039644,14.59032515,0.867086123,25.45625997,24.40217974,17,50219.90681,8713.70634,51827.07693,61286.62776
7689,7690,10,0.1832057,0.119600515,0.692738156,0.464017212,0.627568778,0.624529402,0.240970258,0.358827023,0.519552113,0.528958761,0.78437339,0.928698187,0.600602241,0.705568134,0.479602049,0.782715278,0.522124571,0.421580987,0.455890836,2.897028589,0.441654177,14.16253927,0.87663285,8.311594669,0.850483723,13.71365783,0.879765161,25.42976597,22.35130605,19,58138.62383,16691.04138,59310.39345,52289.33067
7690,7691,130,0.186594107,0.167674892,0.637062037,0.605494438,0.63734221,0.716209277,0.495232012,0.639686724,0.442228341,0.441833004,0.695572357,0.69474625,0.613402462,0.884359048,0.788699855,0.7696774,0.440319453,0.242618508,0.45674027,1.686289569,0.64031735,15.10328437,0.842624928,5.255662079,0.861038276,13.70855005,0.755712978,23.69205449,24.79316341,17,51743.26465,6398.1801,42440.24763,67713.29937
7691,7692,170,0.129765621,0.152679361,0.736217508,0.478444071,0.725650212,0.568236434,0.491933057,0.392959954,0.569913863,0.44111375,0.718778271,0.831409595,0.624252587,0.714854424,0.596293817,0.680285208,1.051701049,0.336478116,0.301115968,1.313559982,0.474461878,11.87575402,0.817272273,6.526982903,0.812525256,13.74075645,0.919774626,24.48547061,28.88964918,18,60840.39157,10102.70751,56952.69075,51366.75903
7692,7693,80,0.182198635,0.141490513,0.790892125,0.691129278,0.744098865,0.75688361,0.346503691,0.480761175,0.501408672,0.657637418,0.664957533,0.75361433,0.72357107,0.616304064,0.709209098,0.569674303,1.026543782,0.373686195,0.182092783,1.848418464,0.503391638,13.86308298,0.929311184,6.913374203,0.913207186,10.99621304,0.831529368,24.03398874,29.37551559,17,48416.64242,9157.40937,37458.48765,67694.78463
7693,7694,20,0.161266806,0.157630956,0.595198212,0.609082924,0.482938591,0.780813765,0.468148688,0.551232263,0.400442274,0.496344219,0.520047002,0.875033495,0.862616743,0.848174567,0.467019041,0.607342127,0.471062656,0.41844932,0.206887694,2.678215479,0.548836206,11.76817558,0.9031304,4.770098847,0.856292681,14.24762869,0.792575443,25.11781664,28.39184399,18,56506.65185,7201.36731,50886.82767,61810.54389
7694,7695,170,0.14043885,0.173832672,0.655203233,0.715698758,0.632867188,0.645798275,0.571732633,0.314845951,0.536872144,0.637022891,0.834547696,0.707657597,0.956931478,0.62247036,1.10003483,0.636417932,0.511227607,0.163913851,0.386458248,2.717030853,0.506141014,15.56215677,0.787102056,5.249892423,0.810221204,12.3705932,0.741807984,25.38651186,29.34614443,18,47268.91711,7033.41357,41352.73392,58993.66779
7695,7696,0,0.161412096,0.166261001,0.406119116,0.736006594,0.649278241,0.549975508,0.428839373,0.367403906,0.544420802,0.50837155,0.827803859,0.944658656,0.521093673,0.680431195,0.40424722,0.560290795,0.853099566,0.416501137,0.347226911,1.939529031,0.43951515,14.21239961,0.824847945,6.337005963,0.79274845,12.61178168,0.818183781,24.85667424,26.44862727,19,56202.23011,11494.5405,50726.86908,58340.91693
7696,7697,140,0.138987006,0.157964863,0.675054547,0.642630747,0.378561849,0.608071495,0.374297161,0.440851237,0.491358761,0.455746232,0.624917264,0.804781188,0.767649562,0.569535453,0.704974625,0.731253044,0.874140181,0.343802813,0.266370468,2.879804582,0.528483368,12.76547294,0.822004504,5.499913957,0.983412146,13.51170237,0.832845836,24.6114275,22.95563637,18,51563.03642,9747.32391,50710.38174,50946.62616
7697,7698,360,0.176042508,0.15114641,0.787250696,0.626397145,0.668546424,0.343212312,0.25136964,0.262683637,0.572585888,0.441433339,0.76220756,0.706831485,0.739812711,0.819564817,0.535458096,0.748148891,0.804440715,0.416561872,0.314565362,2.944650893,0.463753778,15.5443382,0.733002756,6.703690755,0.967879565,14.1122798,0.906117957,25.52182229,25.41586016,18,48010.38852,12994.96038,57624.09369,57541.28748
7698,7699,20,0.158791899,0.193145712,0.483117333,0.58880397,0.551106494,0.715652569,0.423689818,0.253501277,0.635606829,0.624476969,0.68922569,0.816181085,0.934655694,0.911710949,0.958700915,0.452436871,1.015439831,0.233400072,0.198798002,2.084620887,0.538627177,12.89944172,0.803787179,6.002653003,0.745554268,12.32517918,0.919088875,25.3365655,24.2285105,19,50955.79742,8792.05881,55687.98228,69308.29419
7699,7700,80,0.176190182,0.172121127,0.511266377,0.668517091,0.599766547,0.815088045,0.507189561,0.415618518,0.68436237,0.554514828,0.612790016,0.584512781,0.822623867,0.651448461,0.643855949,0.545941186,0.704999696,0.39477468,0.485921506,1.880467194,0.730627781,14.51229669,0.753613885,6.462094007,0.943337303,11.78078848,0.721727917,25.28222112,26.08888605,19,61977.24522,9939.21078,41798.29758,66664.58094
7700,7701,120,0.173884098,0.199356497,0.680724912,0.619371841,0.486761128,0.721008047,0.441056978,0.47871366,0.441416839,0.515323904,0.719080105,0.771867157,0.60768693,0.879211284,1.179056845,0.539019621,1.048378539,0.295987634,0.239043594,1.537327534,0.620518637,13.78999309,0.849515003,5.76646192,0.775435795,10.87354191,0.760962686,24.70067608,24.5825521,18,46954.86958,7383.2676,37286.9271,71171.20665
7701,7702,20,0.128301442,0.112027152,0.72923877,0.436499521,0.451560141,0.608899056,0.465380364,0.469211887,0.664094393,0.523430835,0.662488305,0.546481152,0.655309733,0.681398825,0.867974921,0.674881713,0.56916845,0.372573778,0.25348818,2.595628615,0.504433787,14.20005457,0.849500675,7.290882641,0.820049111,11.89268125,0.956522727,24.20421846,28.14429383,18,55945.5362,9759.05013,51262.20078,36967.1865
7702,7703,160,0.164489564,0.180088768,0.68367621,0.655699847,0.489055285,0.473353043,0.442091249,0.373763106,0.545177742,0.41013558,0.554446718,0.738310153,0.67143993,0.650906711,0.542419183,0.612911148,0.49936495,0.239667813,0.411076912,1.442986375,0.745224808,12.68095832,0.869299901,6.590923761,0.788363574,10.88484494,0.777794988,25.00030629,25.74498013,18,52149.23515,8036.3193,38151.3189,55740.34152
7703,7704,320,0.148082085,0.192224441,0.705373324,0.528779272,0.702081919,0.537892684,0.25600097,0.443719475,0.565468463,0.676391041,0.597025247,0.673417946,0.627876006,0.691932265,0.925103798,0.723216683,0.563485299,0.342234133,0.171252771,2.756255924,0.557210498,13.01135442,0.881665068,4.7944404,0.863060847,12.66871576,0.827295871,24.18485166,25.32378329,17,47398.30011,5714.91687,42936.13332,57948.33708
7704,7705,60,0.147254816,0.169159607,0.35186866,0.892017244,0.65025246,0.344461101,0.491299961,0.390077857,0.570206593,0.547422638,0.810242312,0.953739969,0.528397158,0.755200515,0.770641452,0.560851739,1.094377176,0.324090519,0.404484471,2.389928335,0.453734744,13.70029447,0.790630267,5.896321032,0.788049551,11.84448149,0.819728979,24.46316335,27.14853707,18,56245.05621,8155.92609,43753.07088,57600.89631
7705,7706,120,0.192291374,0.10673427,0.556327732,0.613175612,0.719527748,0.510770454,0.50454634,0.353931692,0.378837511,0.375043486,0.67845428,0.776843567,0.770716235,0.554171766,1.064864974,0.583344604,1.086384568,0.242974437,0.456962972,2.873749609,0.669177528,14.10739719,0.929073563,5.378868666,0.940972546,12.05636178,0.83073725,24.21321164,22.9730172,19,56876.6578,10637.22825,49236.90012,51818.92155
7706,7707,30,0.192765443,0.175965538,0.626493395,0.596202397,0.715294938,0.629518421,0.31745672,0.470679871,0.658227292,0.351599147,0.681274931,0.669712073,0.734103327,0.698713937,1.015488223,0.43430658,1.096115076,0.212605628,0.258785963,2.798189322,0.711836908,14.88678923,0.824536358,7.034417378,0.820469314,11.58976491,0.865867574,24.7525223,25.19224707,17,42138.87789,7660.37721,41110.77027,70051.13682
7707,7708,240,0.159669719,0.196243642,0.810107096,0.568125904,0.596748309,0.762425001,0.378688515,0.601909299,0.37345377,0.382087031,0.800429739,0.757139955,0.635737486,0.736360947,0.455349515,0.512026035,0.426288485,0.418805898,0.489301801,1.27005786,0.592576665,13.38445842,0.839505245,5.644746223,0.794511498,14.76901439,0.848684846,25.58566818,24.65485822,18,58634.01466,7932.58509,56483.31168,74186.25456
7708,7709,220,0.147141582,0.143123591,0.522479135,0.723166694,0.504569687,0.632138073,0.347449442,0.623143136,0.413686249,0.458166651,0.574200273,0.663487247,0.650499029,0.77883021,0.644361857,0.732527644,1.029114694,0.473707192,0.397383607,1.651047245,0.501641707,12.19369738,0.746676943,7.111653734,0.831673113,12.35844065,0.774642672,23.45722931,25.15311368,18,60571.42426,10931.84871,43140.70779,53431.3095
7709,7710,350,0.119516804,0.147424179,0.681787201,0.638587142,0.688531014,0.669801154,0.374024743,0.429383812,0.511580811,0.493081292,0.684162804,0.797910286,0.76931417,0.675321919,0.9103525,0.71410506,1.063051815,0.284916363,0.30639198,1.106151969,0.541917603,15.17345009,0.738056056,4.972843414,0.816632061,12.34517902,0.86316605,25.39649937,24.21003999,18,45554.17816,7330.76775,48019.08999,50443.22274
7710,7711,50,0.170867272,0.157209986,0.602898605,0.626547591,0.605461084,0.652238791,0.337080106,0.457545465,0.437170294,0.464197039,0.746900539,0.812641365,0.756312944,0.776611193,0.662200595,0.780018513,1.01906052,0.372193444,0.337249153,1.789941363,0.713273876,15.14939759,0.808516792,5.720152109,0.833841151,11.48339316,0.801331873,24.8899451,22.72218659,17,42875.78002,6723.51894,37697.46579,65398.73451
7711,7712,130,0.151632037,0.187928769,0.682969273,0.609229806,0.691928385,0.577258201,0.520251919,0.213885242,0.562900332,0.590014507,0.852453312,0.806393491,0.72010731,0.672941345,0.560030275,0.607701096,1.198213949,0.489043198,0.314030533,2.292834561,0.679089254,13.98391218,0.815692507,8.199443874,0.841105019,11.85862357,0.771037983,24.66112428,25.70125492,19,57021.61472,12401.11857,44949.07992,66749.32626
7712,7713,110,0.153727912,0.168973781,0.344044988,0.72134597,0.701642559,0.58081862,0.528739116,0.504305055,0.377586772,0.392240648,0.656785103,0.781586504,0.609993058,0.789780016,1.195877824,0.584774284,1.14071456,0.366135643,0.202114407,1.524110193,0.470658537,12.07894326,0.91685328,5.242346736,0.869767113,13.74433,0.825268907,24.98698107,26.55782894,18,54931.5964,9244.57122,51114.16134,59675.81268
7713,7714,40,0.161078225,0.160907385,0.650058316,0.441519831,0.640617298,0.509945969,0.455706421,0.438316248,0.427771911,0.347363364,0.587011027,0.967962257,0.866688261,0.602140627,0.499417369,0.507562554,0.97152451,0.417037547,0.359237483,1.047956911,0.511763982,11.44731158,0.849921919,6.065622763,0.833936232,13.09146443,0.780333528,24.657351,26.79668348,18,59557.8071,10061.64612,46035.26928,63365.91939
7714,7715,60,0.175086225,0.193126414,0.501598033,0.540070621,0.432092608,0.655398098,0.383603226,0.295946059,0.46912272,0.565874221,0.718671116,0.693833198,0.759543228,0.720876158,0.726272697,0.435080903,0.687881737,0.312670875,0.438516772,1.749108749,0.553656387,15.78514448,0.756539989,5.800245248,0.787700455,12.51958939,0.766533437,24.85542952,21.80831856,18,49488.64652,7803.14541,43245.74346,68082.39081
7715,7716,300,0.110317967,0.160939064,0.365853108,0.460705127,0.479731037,0.728455772,0.276833453,0.389682862,0.429424111,0.617203805,0.673932128,0.664886886,0.768019292,0.73018103,0.602155411,0.706197022,0.653780269,0.35728675,0.415820253,1.926168491,0.437906049,14.21205344,0.884558054,5.551022292,0.756907952,12.07192874,0.875740809,24.64910209,22.21822571,17,50472.28432,7105.40262,43309.35804,51867.81786
7716,7717,70,0.178153383,0.129177015,0.562649329,0.7373412,0.750343716,0.651831757,0.411767935,0.226126675,0.542907461,0.459435504,0.708768755,0.67271223,0.700705699,0.627511248,0.793511172,0.487884259,0.446314231,0.232082122,0.386629237,1.483077652,0.622520308,13.69122437,0.908751778,6.961840923,0.853844099,13.34233375,0.898640076,25.23082577,26.16975323,17,52529.89694,8727.11988,49118.72559,60289.50993
7717,7718,190,0.171611527,0.142938364,0.55033658,0.768878424,0.552552693,0.674195109,0.566738005,0.530785485,0.328532262,0.512418581,0.645469563,0.85127822,0.695836937,0.66949123,0.470126797,0.75449259,0.833987666,0.473168006,0.16571579,2.163551836,0.527896291,13.0556699,0.72903608,7.013679162,0.912837766,13.35127664,0.830072575,24.7857298,27.22441311,17,48753.01969,10072.29978,45401.30784,55176.8682
7718,7719,210,0.183901087,0.203963019,0.776281277,0.754117333,0.599984894,0.744419617,0.445263871,0.368653836,0.562312634,0.445914939,0.922483416,0.592552817,0.61185656,0.97585832,1.152969912,0.638385438,0.620083065,0.161558597,0.485087672,1.161260969,0.621864628,13.52460257,0.717659742,7.263328432,0.851235358,13.89981437,0.807848105,24.11933027,24.05078336,18,57002.41219,10005.09801,50601.20952,84386.88222
7719,7720,230,0.148574489,0.210548251,0.820588236,0.683772924,0.45382,0.628087858,0.421105432,0.435194863,0.468140729,0.423897517,0.673717782,0.710175851,0.711248832,0.62305792,0.530152692,0.619191618,0.956642292,0.275032799,0.221645833,1.708043897,0.496874164,14.1901417,0.817776453,6.747312822,0.929886706,13.33168919,0.828241853,25.52256037,24.59958125,17,42471.0434,10369.16673,45234.71442,68145.60972
7720,7721,50,0.179284076,0.166494502,0.70484556,0.648961397,0.746187324,0.82865093,0.337420094,0.492366845,0.533685607,0.556056489,0.616583411,0.795625989,0.826884058,0.705908433,0.615831372,0.537690414,0.607557419,0.163825441,0.313429128,1.720932754,0.515438425,14.87330043,0.826771273,5.506623019,0.823475807,14.2738481,0.84121424,24.30625872,25.23709726,17,48261.21278,6792.43092,49190.04102,74328.46359
7721,7722,350,0.160506754,0.125968031,0.71547341,0.340068282,0.648057968,0.458784503,0.604954513,0.271085947,0.37608657,0.423473359,0.785617918,0.713916683,0.764846817,0.879483314,0.851178317,0.530367666,0.6136433,0.224117959,0.381493337,1.310314957,0.557279389,13.80308833,0.854556671,6.129984849,0.875474334,10.69961071,0.798317524,24.32953606,27.02466772,17,46331.74274,9046.82451,34992.35175,49901.28564
7722,7723,360,0.138291164,0.16602062,0.37558681,0.76136619,0.708167087,0.703609495,0.370849939,0.497513174,0.396019261,0.46637875,0.787014624,0.916662573,0.591264291,0.720164999,0.857239031,0.517375116,0.719080204,0.331516655,0.184305453,2.26744529,0.697411318,11.87302988,0.784144706,6.455976238,0.72180962,13.06503799,0.789449901,23.97687068,24.96818476,17,48044.87612,6710.27217,42253.70067,57490.15449
7723,7724,360,0.129314975,0.210864461,0.561900527,0.398762143,0.855055411,0.697065222,0.34607737,0.40400995,0.648166659,0.379883822,0.893863618,0.699876511,0.650500452,0.760203356,1.156406633,0.516132841,0.842835349,0.26788432,0.26434086,1.200682523,0.466077411,13.98348361,0.775412228,6.056872501,0.757877784,13.74389713,0.82107896,23.4862814,27.15804494,19,58877.63402,10513.56012,55476.05358,65617.42884
7724,7725,200,0.155315316,0.131436171,0.588692082,0.749556631,0.705105107,0.434318272,0.439968539,0.378018268,0.487828179,0.428153225,0.813751187,0.916180743,0.869260264,0.86734617,0.649349503,0.629833544,0.89703817,0.385085727,0.250557045,1.055322831,0.687616625,12.55566802,0.772508451,8.243658042,0.811870365,13.54664835,0.819766375,24.38687873,24.44937114,17,49282.01195,9752.13408,45493.72131,55841.463
7725,7726,40,0.181513793,0.125958868,0.676935516,0.608611741,0.729078117,0.812806007,0.557643943,0.227868767,0.443083881,0.445175565,0.7014792,0.91591458,0.656379262,0.838331921,0.718213244,0.552659043,0.543172787,0.174850073,0.346156733,1.6992582,0.60314887,13.64742651,0.860123337,6.340579171,0.764348237,11.20264474,0.706265702,24.39441252,20.88006807,18,46241.07654,8413.47129,35654.21283,62971.74051
7726,7727,0,0.146859731,0.179545601,0.349364459,0.719313349,0.834290473,0.690852136,0.392769592,0.451291727,0.441135365,0.636753419,0.891581336,0.893492877,0.779498158,0.835317245,1.121264222,0.687987178,0.931722046,0.264118631,0.355297461,2.305288982,0.434518143,14.03187801,0.786293976,6.913184301,0.907477182,10.94742368,0.730023637,24.68431075,27.09971394,18,49346.43422,11882.56524,36013.97169,67302.3552
7727,7728,310,0.148155924,0.141359436,0.815915542,0.724432591,0.679057106,0.514130355,0.25528638,0.483884491,0.522602692,0.52084766,0.640667916,0.671723263,0.600054182,0.753561508,1.071078175,0.696016546,1.179128153,0.422863992,0.441134293,1.305146551,0.602124457,11.56912785,0.889414182,5.463371699,0.890544049,12.71146912,0.785269742,25.29398477,25.5858625,19,65088.39952,9502.1622,49071.04899,52871.49204
7728,7729,300,0.173391024,0.168594351,0.69358043,0.536946173,0.631354271,0.628538264,0.657764914,0.4073312,0.461378557,0.611461696,0.736856312,0.772298365,0.67321973,0.715409677,0.927902458,0.709806261,0.640279592,0.28596497,0.299318136,1.466201704,0.637467478,12.8213108,0.762744386,5.638550108,0.714299386,11.49361665,0.728803879,25.12771798,26.00588804,18,50973.76498,6193.55004,37747.61778,64608.61095
7729,7730,270,0.172352519,0.175390993,0.551297515,0.609922843,0.535047926,0.754311526,0.349184237,0.378317797,0.491908358,0.452062885,0.642689031,0.861341117,0.721607337,0.743039037,0.75354018,0.571018255,0.787944807,0.408888954,0.467042608,1.881629226,0.575777577,13.7833218,0.881516419,6.008156129,0.961522739,13.43253123,0.818486232,25.51292912,26.55285642,17,52292.38812,8817.18222,45040.03497,70302.72081
7730,7731,180,0.131626579,0.171795835,0.722744069,0.610375281,0.758241019,0.491696657,0.559337219,0.672585981,0.548598611,0.461339961,0.719156078,0.677122678,0.822747668,0.514294346,1.040162544,0.6797969,0.491513403,0.283697041,0.290572807,2.238846504,0.544033778,13.28750264,0.860893775,6.433875088,0.841029904,13.13808699,0.833587252,25.10793993,26.00329714,19,57074.28788,10814.71731,53838.62397,51364.90167
7731,7732,240,0.161474196,0.195623494,0.421323883,0.358666758,0.64092835,0.596158243,0.355601939,0.346977753,0.448407747,0.495842203,0.859929921,0.644270525,0.73429764,0.535715953,0.839127829,0.579385254,0.53642705,0.362539895,0.152900432,1.351382899,0.646313944,13.08081292,0.768370342,5.173813754,0.921187983,12.55573362,0.83174782,23.63179661,24.61525168,17,46902.49835,7140.00903,42782.21442,64211.16534
7732,7733,250,0.154907457,0.146525593,0.573775422,0.583237363,0.51798037,0.677695171,0.38301555,0.582868539,0.546083357,0.515805899,0.782940511,0.860965555,0.668512585,0.607270369,1.093611601,0.51088888,1.054498562,0.29955966,0.443370212,2.798398719,0.414252179,12.1139432,0.792310945,6.275273496,0.856352107,11.34040135,0.821878364,24.9876552,22.41407858,17,50046.6851,8767.72347,38182.59645,56002.65111
7733,7734,160,0.148444505,0.157361128,0.797122069,0.498155965,0.702462933,0.746009518,0.382498356,0.431050292,0.600462164,0.566051912,0.718170993,0.71467986,0.693791142,0.612675283,0.726826608,0.471429132,0.457385595,0.287897726,0.225701706,2.006524359,0.636352088,14.02198206,0.837044309,7.559525762,0.779543052,11.71882284,0.771419309,24.30017773,22.9163812,19,51248.12125,10908.37992,44441.14428,56849.73153
7734,7735,290,0.189910887,0.126243747,0.726036668,0.71999329,0.543150966,0.725996068,0.359811422,0.586438472,0.569678661,0.421410795,0.563561096,0.823724314,0.684126367,0.793521414,0.854718567,0.669546151,0.812912001,0.298234269,0.281732664,2.648419225,0.471592206,14.0845667,0.822130916,5.897579893,0.935567672,11.2601145,0.98025423,24.22485641,28.46514112,19,59656.54366,11934.99642,54261.55923,62365.72122
7735,7736,270,0.11233138,0.174623271,0.673704633,0.749301486,0.551858507,0.45452724,0.458854603,0.260674641,0.348875774,0.539692083,0.584062847,0.691045362,0.648293396,0.581075685,0.420359006,0.458636966,1.031450431,0.488008908,0.488323229,2.412443426,0.635425916,12.23478622,0.987567339,5.875056377,0.878972982,12.95209943,0.851557443,23.94647883,26.6933549,19,70897.19482,10589.08077,54220.66788,50117.81196
7736,7737,270,0.144102602,0.175994645,0.628771009,0.700216262,0.728421018,0.55540093,0.453351816,0.666444981,0.463462984,0.546541479,0.738874921,0.694998837,0.644969259,0.725807257,0.79475884,0.444662039,0.476415853,0.283345338,0.290363936,1.210718679,0.671105447,13.13215903,0.852948825,5.587217629,0.895242398,11.54843123,0.923520762,25.24874468,25.08898985,17,49261.49924,6750.99021,43691.72241,60673.23462
