#,case,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Cooling,Lighting,Equipment,fadian
7737,7738,350,0.176441423,0.209777979,0.694733643,0.402906401,0.678767352,0.575131861,0.446457079,0.584289922,0.449983787,0.449516044,0.658698555,0.807242559,0.950403261,0.884163005,0.776176524,0.583803002,0.963985973,0.409860782,0.30246026,1.623318699,0.651449287,14.80634514,0.789207781,4.511423511,0.760421577,12.52836214,0.902748166,24.01722504,24.7892772,19,56761.83938,6801.85179,55599.59745,74792.9442
7738,7739,220,0.16166084,0.184403844,0.537068008,0.379540756,0.891199489,0.384210155,0.347559178,0.59634726,0.371189032,0.428559988,0.700054585,0.7976057,0.788032249,0.727270274,1.009661533,0.42485786,1.117905671,0.340503418,0.461460669,1.778144374,0.467075015,14.81700193,0.821619013,7.454380181,0.878499443,12.12295989,0.85622747,25.51786591,26.0977812,17,47549.79267,11505.96261,42523.33506,64456.69983
7739,7740,160,0.106045312,0.176038889,0.712259884,0.591670544,0.702979903,0.592746283,0.453766827,0.481369004,0.394216348,0.481159261,0.740430462,0.782581947,0.691015564,0.665154355,0.727436512,0.571043475,0.933372313,0.341042716,0.460236789,1.891226449,0.479952667,14.00922656,0.771321722,8.558375664,0.91880833,13.24050677,0.825150602,24.94570663,22.57233933,17,48445.58192,13197.96852,44757.65412,53193.48894
7740,7741,150,0.171551433,0.183835973,0.576140223,0.511612319,0.73350616,0.553768274,0.370774038,0.479343796,0.412160711,0.433751603,0.847801699,0.725256794,0.697718493,0.861971769,1.128875834,0.615778216,0.759507656,0.18480493,0.306983339,2.027394254,0.589017557,13.73160214,0.866991312,4.898739961,0.777884578,11.45536209,0.923095857,24.5233522,21.44293226,17,43383.86935,5973.56079,43319.66835,69412.09707
7741,7742,290,0.161594116,0.173633603,0.715003776,0.661419456,0.839847947,0.508488067,0.38485291,0.662938246,0.454688312,0.586004967,0.87154539,0.529482786,0.675956539,0.778930973,0.732642487,0.646386028,1.06555895,0.304191935,0.445543324,1.121945523,0.745836843,11.32646239,0.85692217,8.654333231,0.872890806,12.88183286,0.952961287,25.39502621,24.36410703,17,58818.21158,9323.3913,50290.09191,64305.58332
7742,7743,190,0.110090374,0.172338813,0.785430726,0.577112431,0.846700775,0.481677721,0.595106737,0.442681895,0.567210664,0.448045244,0.878018241,0.638448082,0.583191426,0.695672904,1.006626284,0.467700417,0.618046112,0.170075014,0.175358881,1.147615039,0.660454112,13.89316781,0.803481927,5.65420535,0.723320263,12.96241144,0.788398692,25.73015467,26.15085915,19,47554.54289,7886.53041,50239.1682,51458.64603
7743,7744,300,0.163016304,0.138392119,0.682757668,0.647624677,0.503631882,0.714945261,0.64953273,0.372052022,0.392802545,0.573209663,0.724430158,0.844721986,0.714150348,0.569458943,1.134819276,0.645180923,0.635384062,0.307561751,0.184408067,1.40209387,0.498937639,12.81550504,0.782328509,7.663744561,0.830626485,13.28616027,0.958689002,24.7005059,25.13558852,19,59375.41304,13864.20159,62616.38307,57421.93248
7744,7745,280,0.178580579,0.175528907,0.759188031,0.752346856,0.563360771,0.791757001,0.440699999,0.492879059,0.474575394,0.366463902,0.890445165,0.694594907,0.678175217,0.555128388,0.434598725,0.615184373,0.65988344,0.295613356,0.405308491,1.721948836,0.61354521,14.64829773,0.753084874,4.809477358,0.804287219,12.75132043,0.741481686,24.6090118,25.64685939,19,54453.25644,8023.52379,46480.02198,67820.92488
7745,7746,200,0.147413684,0.115179075,0.671461929,0.639354437,0.686752888,0.651149402,0.545365876,0.376435663,0.637940339,0.49265911,0.663103967,0.594524235,0.636760563,0.843049039,0.577707638,0.460283938,0.668257788,0.205830757,0.192982591,1.714501763,0.531929004,15.11977523,0.821848201,6.522034315,0.848076733,11.83789978,0.796368768,25.06166878,28.59105716,18,45127.75272,9083.27847,42482.5974,49271.81064
7746,7747,220,0.174654177,0.124092212,0.641983957,0.392240165,0.458961853,0.57953648,0.334214286,0.29581487,0.581737374,0.506851261,0.728843435,0.712513011,0.764316954,0.98107703,0.588354707,0.523725998,0.52188006,0.459609809,0.357253624,2.776276441,0.564449126,12.660392,0.813519903,8.319148301,0.795582232,14.05666179,0.874778995,25.06464091,26.81690202,17,53310.93099,9777.8886,50374.41867,55964.42808
7747,7748,20,0.15321651,0.121706632,0.54215963,0.45047994,0.58684366,0.755841611,0.485449435,0.555949542,0.406249762,0.487733273,0.541109296,0.803470728,0.707495791,0.7403003,1.114088246,0.460182583,0.453016247,0.228073875,0.416784005,2.822598491,0.533568334,14.52415861,0.821385822,7.78401126,0.888263957,12.52467205,0.941747423,23.11816854,24.66638825,18,58009.15363,12327.96867,53152.41447,47638.16115
7748,7749,100,0.159577368,0.152991226,0.563439751,0.791277516,0.830589789,0.528560216,0.450356748,0.451006001,0.576814492,0.593264015,0.724343279,0.708862931,0.814011809,0.591369491,0.647515947,0.444494167,0.716041805,0.465708025,0.494975726,2.243796078,0.61305508,15.08895865,0.875494633,7.006180093,0.84164807,14.58145118,0.778702388,24.3263132,23.74599669,18,61387.27727,8812.79715,51167.52774,63735.05007
7749,7750,150,0.148882262,0.207623132,0.428441243,0.663676061,0.739975239,0.474987407,0.352028756,0.492085313,0.439427856,0.432052606,0.638139547,0.564150496,0.669360363,0.850794433,0.461621479,0.426933541,0.876448876,0.384800331,0.239105827,1.256893224,0.526967054,14.24319006,0.823167865,7.093738578,0.93847815,12.81649589,0.828235908,23.62878215,20.44137851,19,53647.6963,15291.13803,52183.6083,65467.37181
7750,7751,250,0.123797088,0.146348351,0.559585308,0.698187731,0.768864672,0.845397705,0.414928025,0.324235498,0.408198107,0.490667901,0.833828731,0.836589898,0.752130722,0.625974962,0.905894124,0.64033453,0.856488406,0.448691636,0.478004593,2.857670652,0.475704509,13.72415443,0.855907556,8.401929548,0.835387658,12.82658686,0.783041175,24.7698365,25.9707998,18,58028.40194,13641.87756,45260.34795,58509.80589
7751,7752,330,0.176637668,0.158030209,0.694137594,0.654703765,0.795481388,0.618158303,0.511840793,0.555779233,0.605177178,0.521934905,0.746067953,0.849411632,0.813894909,0.869363247,0.838625725,0.710882694,0.668240261,0.240635466,0.432280125,2.477927929,0.600019888,11.91305105,0.76870677,5.827173071,0.892662721,14.5640286,0.790777482,25.49882188,23.09242276,18,54819.13674,7891.07571,51898.88286,68542.91472
7752,7753,80,0.14108883,0.132592978,0.766217775,0.652367379,0.410866121,0.704252504,0.456087,0.376878391,0.576135375,0.513250438,0.929899851,0.763694276,0.876554767,0.668527685,0.441004238,0.58453747,0.525471348,0.274863396,0.172520537,2.485140377,0.627203773,13.55735799,0.841134916,5.185918373,0.842126789,11.38109317,0.881213815,24.4507637,21.28499782,18,45666.71194,6691.00533,45194.69616,53226.20529
7753,7754,10,0.14322169,0.1563618,0.306772203,0.783473244,0.652568172,0.699952223,0.52373657,0.53540646,0.416221378,0.47150141,0.722388073,0.584640716,0.688760811,0.72613183,0.81789486,0.414360091,0.607024934,0.239326695,0.270666411,1.629123848,0.509974423,13.62014705,0.767750955,4.853344763,0.816785095,12.56165787,0.74758044,24.63861877,23.05717604,17,42343.58098,6365.39508,38471.08239,52947.71901
7754,7755,290,0.188993923,0.171032507,0.701082326,0.541064158,0.646710797,0.768097477,0.426734704,0.393859731,0.447257499,0.425163013,0.634515916,0.978328773,0.67982431,0.982449812,0.667832167,0.561874006,0.409125136,0.28674425,0.216794237,1.04294076,0.467704569,14.27543179,0.775587734,6.094823113,0.921033672,13.69595251,0.817358509,24.29846078,25.90344744,19,55716.17404,13493.81523,55032.03663,79731.31128
7755,7756,140,0.160399386,0.197952726,0.621789584,0.83232927,0.855474825,0.393197229,0.416091848,0.563240651,0.630774839,0.634992529,0.650248039,0.537127256,0.781425567,0.914617129,0.440155262,0.635904388,0.54000041,0.26560522,0.341618488,1.087637009,0.458353552,14.77701777,0.762448123,7.075663019,0.820768666,13.27699157,0.885326177,24.45338034,23.26312645,19,59368.9973,11927.02743,57784.81419,68142.69615
7756,7757,270,0.174320974,0.148277553,0.496077731,0.701999048,0.534800362,0.700907524,0.464464855,0.491398871,0.464107458,0.468318982,0.971825713,0.804767678,0.907771768,0.732247828,0.726835141,0.795208461,0.934675971,0.417328779,0.4924592,1.177253702,0.506282355,14.42447919,0.897742798,6.83214368,0.890651735,13.99045753,0.89364942,25.06857891,24.52793999,19,65892.69199,12903.5508,61462.44585,66595.1523
7757,7758,60,0.170066637,0.124875185,0.832184406,0.830478608,0.600775051,0.463838786,0.577158925,0.263986483,0.435917215,0.433641665,0.85134385,0.780883397,0.850424136,0.790789123,0.756163272,0.668346474,0.695523646,0.215879388,0.250865421,2.11342224,0.539749732,15.11069402,0.762853286,6.731318647,0.906902344,13.20887542,0.972099964,23.5890774,26.98497609,18,53858.30937,11043.09084,57862.73502,60269.11821
7758,7759,230,0.172052104,0.16898553,0.737407638,0.696474216,0.70180644,0.539727247,0.503228938,0.489331568,0.43439313,0.524867114,0.623035458,0.749264729,0.825806767,0.782503754,0.862430345,0.725388348,0.5199649,0.334928196,0.44531439,1.982223319,0.605618522,12.43365457,0.830482584,4.972436521,0.865413527,11.88814808,0.949421239,23.82372656,25.1917417,18,63180.65209,6995.22978,50862.22092,67799.00607
7759,7760,330,0.119664836,0.180405206,0.676977281,0.738130849,0.557715215,0.860964642,0.394199712,0.484945106,0.572444739,0.479147138,0.681821465,0.65974925,0.767429096,0.651408524,0.685157406,0.425732587,1.137871696,0.223836433,0.234883529,1.459636997,0.462629303,14.06105701,0.827339083,6.704690464,0.749421983,13.56941805,0.934400316,24.53020281,23.1207077,19,54134.05321,11181.99717,62331.12135,56570.67954
7760,7761,30,0.178855816,0.195637371,0.476382814,0.782197179,0.510959575,0.834294093,0.417027265,0.306500741,0.425881124,0.364346717,0.900376832,0.78057813,0.825550935,0.791299772,0.409249888,0.490000218,1.150765512,0.409650383,0.37607157,1.055003326,0.657455619,11.89419706,0.973269656,5.751084034,0.764587208,12.01040056,0.851199468,24.60468456,27.19435962,17,53394.84573,6920.06556,41881.12341,78297.96564
7761,7762,20,0.166555777,0.135830033,0.763060072,0.527087426,0.704161716,0.705009261,0.628525133,0.333794308,0.533516282,0.598361885,0.75716044,0.869936036,0.90709134,0.577070146,0.561013075,0.764256717,0.598342087,0.463850863,0.204455483,2.427050952,0.489816613,14.82406035,0.808415053,5.566895225,0.834174386,13.11157689,0.881412941,25.18187618,24.49070892,19,52682.46315,9618.04119,56812.65627,61118.05272
7762,7763,230,0.16064161,0.174913994,0.576529796,0.555892806,0.668018915,0.312474385,0.296048097,0.388520731,0.432150148,0.496787315,0.684112977,0.6669762,0.861205816,0.683346834,0.452914967,0.742298177,0.454377743,0.22134045,0.246134753,1.611394577,0.487806547,13.46229573,0.90301574,5.482724194,0.796263529,12.13316368,0.822380695,23.85893208,28.36392822,17,49471.72536,7400.96484,40876.75926,59162.62869
7763,7764,30,0.168474803,0.173598158,0.64793793,0.62623663,0.638767186,0.817644819,0.381362427,0.367828675,0.410543693,0.352058688,0.867510882,0.829515821,0.869017242,0.69817881,0.625253375,0.411347816,0.752993567,0.458967804,0.166815384,2.02993217,0.501896849,13.81315852,0.815498025,7.039816653,0.813703708,12.72016388,0.810378773,24.43276511,27.18468507,17,46062.3754,10370.5761,42228.94677,72896.53059
7764,7765,280,0.11980541,0.178446241,0.614915176,0.817310997,0.80945234,0.368819729,0.59733016,0.363582518,0.562182245,0.692629512,0.593912607,0.637438749,0.718783858,0.983161456,0.809147567,0.764553651,0.634262188,0.463175866,0.290559175,2.937911096,0.459454094,12.87697368,0.825721786,5.116259071,0.813050186,11.29990713,0.800470567,24.2759141,27.30600269,17,52107.77482,6045.29805,37055.25087,54608.69589
7765,7766,300,0.177521586,0.17755126,0.565390212,0.53845791,0.502606959,0.846945361,0.503167207,0.396854098,0.645794527,0.410877951,0.550419716,0.985832097,0.674109082,0.763793935,0.472696192,0.426917922,0.665266053,0.464916489,0.238835131,1.543196599,0.536513427,12.53306412,0.7208396,5.944737765,0.920734966,14.08171571,0.868516761,25.85041497,26.5506087,17,48820.45145,7975.06566,50102.94654,71209.12557
7766,7767,280,0.162891183,0.132047925,0.563931306,0.496862218,0.720720179,0.611072615,0.390898966,0.405752782,0.439251253,0.369923689,0.793344582,0.81232848,0.674742661,0.829411777,0.99397031,0.426707954,0.959842614,0.172932346,0.269060279,2.886436298,0.479182143,12.26441951,0.930642175,5.842936389,0.832736261,12.73999889,0.833828379,25.22033112,22.94424423,17,44557.27179,8580.68928,43518.6642,58373.11989
7767,7768,120,0.122861466,0.143269991,0.635815974,0.848484182,0.703379573,0.737450328,0.299081411,0.43017056,0.54321357,0.642596907,0.702588667,0.937150732,0.570136894,0.791902685,0.719023125,0.643191182,0.623893409,0.378920517,0.288324215,2.135229251,0.598303768,14.21143022,0.834237198,6.529203841,0.902314637,11.42244828,0.886976528,23.79069953,20.72604744,19,56228.58413,11045.70357,49806.04689,53390.32005
7768,7769,310,0.141853871,0.124309451,0.682461065,0.752919939,0.706997127,0.790392125,0.479167126,0.31738726,0.431713595,0.348668078,0.733528134,0.852410328,0.680642323,0.942485869,0.627882687,0.536038665,0.928942278,0.279854817,0.310805451,1.181698245,0.667490493,13.56743872,0.785158526,4.896285566,0.901500901,13.40469589,0.920927201,25.30462375,25.2024821,17,46078.30684,6941.88627,50572.19154,58230.42363
7769,7770,50,0.168982724,0.178589197,0.346672138,0.506555863,0.686226798,0.433982911,0.478997182,0.458314916,0.634769447,0.629468481,0.754649905,0.769947481,0.656585829,0.694285226,0.918675212,0.792351228,0.877396112,0.218486844,0.200746849,1.200484131,0.579516314,14.27571614,0.749515234,6.534287743,0.852466781,11.80754185,0.831653812,25.27500949,24.33296477,18,45818.95115,8421.53511,44251.11804,61596.22482
7770,7771,220,0.136943989,0.155341583,0.77703468,0.510096871,0.53449577,0.511393593,0.28918816,0.527894897,0.371707764,0.498557926,0.84139246,0.830430675,0.603102837,0.925991609,1.085852393,0.58747534,0.631085244,0.407337398,0.273536361,2.68946546,0.659150168,14.317736,0.708945107,7.391290464,0.728308255,11.16508512,0.83624887,23.84209592,24.12546845,18,50077.62911,8947.65195,42074.57661,58831.64256
7771,7772,260,0.151363549,0.168861161,0.691049519,0.500067347,0.649901936,0.744522685,0.484131418,0.531991006,0.381993779,0.417416489,0.661789903,0.737983318,0.891343482,0.80233334,0.781828056,0.552031653,0.747718464,0.246282212,0.15812561,1.942513198,0.537961225,12.71878135,0.857028411,6.720173036,0.813715121,13.25118324,0.824775111,25.22372668,27.70097935,19,54489.25369,11995.77264,53728.03257,69365.10717
7772,7773,290,0.122627253,0.196268763,0.563520263,0.63200724,0.671649912,0.845139998,0.557523601,0.529831953,0.549498596,0.470331251,0.710435711,0.75517476,0.805812475,0.659499732,0.825702003,0.619825292,1.157583986,0.360782708,0.197783964,2.312963832,0.502631033,12.30633214,0.862045011,4.910473409,0.891104528,13.73088217,0.824748071,25.07949302,25.84981014,19,57148.24983,8992.91529,55671.18756,64789.72644
7773,7774,330,0.172961709,0.166294663,0.743133364,0.560182859,0.570790581,0.767356852,0.570425327,0.507904957,0.423053583,0.635324677,0.707808995,0.854279123,0.742758892,0.714320283,1.154852121,0.413892319,0.765746694,0.255362561,0.236393076,1.12994282,0.519501292,13.12193421,0.935715215,5.403516035,0.799258843,11.92029475,0.914808454,24.71754547,23.33143394,17,47413.74541,6541.72983,44673.15732,65307.91026
7774,7775,330,0.167922818,0.133117018,0.738128596,0.324100296,0.803569971,0.801185534,0.420555495,0.646323471,0.45325656,0.501876751,0.805092661,0.651098737,0.620740708,0.605069587,0.686719381,0.654700868,1.189720686,0.22023699,0.33644385,2.611358585,0.571452895,14.50431225,0.945968514,5.669223122,0.802705326,13.01842278,0.811623234,24.79379345,28.16463129,19,55762.23962,9194.97186,51942.58968,52883.01225
7775,7776,360,0.163818143,0.141991085,0.813962814,0.598011614,0.859472752,0.811137495,0.484242671,0.441518413,0.383325183,0.590120929,0.801961321,0.768294394,0.785801194,0.772922355,0.607239097,0.793570755,1.122810012,0.357008404,0.313481804,2.079962571,0.708493217,13.61139798,0.844164907,6.071214601,0.799020608,12.17744363,0.80756478,23.32427645,28.26385549,17,51271.59113,6543.74415,40286.82183,62307.73758
7776,7777,120,0.175417484,0.139427195,0.341275275,0.648111406,0.705976356,0.530381884,0.578356687,0.593931477,0.400234418,0.464149782,0.635142578,0.887965018,0.784658675,0.913005905,0.679037095,0.474228609,0.702882831,0.378424159,0.290956478,1.155085015,0.50861482,13.77379819,0.814432703,6.743683981,0.764291189,13.6153744,0.826101122,25.4037979,25.99600645,17,48780.07676,8257.80294,46077.86103,59637.64524
7777,7778,270,0.113173474,0.204597229,0.531270696,0.635798702,0.534692874,0.523460652,0.344229482,0.361913956,0.414152173,0.387170874,0.755054043,0.699910047,0.663683952,0.688176345,1.083132005,0.761339028,1.110192147,0.24074695,0.283082235,1.874344679,0.632870657,14.63965376,0.748081197,5.909185791,0.946619447,12.66370094,0.994796674,23.19764542,23.40049754,19,57986.02819,11999.75223,61930.6608,63507.7164
7778,7779,100,0.156476615,0.167952862,0.669004187,0.835940149,0.64945883,0.637358628,0.477031595,0.29228449,0.544168287,0.494768751,0.660030187,0.758466005,0.646476429,0.625553146,1.120909179,0.511908094,0.924684931,0.255527095,0.461032309,2.937860256,0.529521386,13.84979873,0.739693639,7.479920366,0.853996358,13.50089308,0.837710646,23.6982718,24.22198635,18,59427.63058,10920.34485,50965.78509,61190.72847
7779,7780,360,0.133733373,0.150660508,0.529640396,0.700351582,0.384290531,0.503341568,0.476974757,0.417489896,0.352428107,0.416188974,0.819700156,0.605218055,0.589161659,0.752739959,0.432544082,0.522057351,1.005319715,0.355330297,0.297444014,2.911787585,0.584221391,14.86456563,0.714675281,6.49181051,0.718224177,12.98539981,0.824200756,24.97817605,21.36171653,19,47061.87706,10447.39167,52613.72775,46178.95308
7780,7781,320,0.179599547,0.114834246,0.685676595,0.530134949,0.613273091,0.659271478,0.597968191,0.56939173,0.546618927,0.390481143,0.637127113,0.721298288,0.705773783,0.641680594,1.093013276,0.586078318,1.164686809,0.364041391,0.246352044,2.453275985,0.580475223,14.18979194,0.779454323,5.368199314,0.848481365,14.13623892,0.869581347,24.22638151,24.69827922,19,57513.73991,9043.39101,60430.31286,51715.63533
7781,7782,360,0.186115377,0.140784759,0.768808893,0.656771415,0.678350889,0.658187415,0.310162105,0.552407409,0.419892769,0.480885872,0.627223375,0.58022284,0.631485345,0.875251427,0.926081672,0.607504957,0.843832728,0.322921008,0.417763814,1.922515111,0.556031792,11.29176731,0.977625423,5.185181268,0.86958455,12.00718521,0.9333987,24.52803113,26.66003047,17,56482.9498,7129.7445,45913.23615,57487.1886
