#,Job_ID,@@tag1@@,@@tag2@@,@@tag3@@,@@tag4@@,@@tag5@@,@@tag6@@,@@tag7@@,@@tag8@@,@@tag9@@,@@tag10@@,@@tag11@@,@@tag12@@,Cooling£¨MWh),Cooling£¨kWh/©O),Total£¨MWh),Total£¨kWh/©O),Coolingpeak£¨kW),Coolingpeak£¨W/©O),Very-hot(h),COM(h)
354,LHS-000354,0.5,1.5,0.5,4,0.2,0.2,0.4,0.4,0.3,0.2,0.3,0.3,112.06,23.35,389.76,81.2,148.94,31.03,305.09,3278.91
355,LHS-000355,1,1.5,1,3.5,0.4,0.4,0.2,0.3,0.3,0.2,0.4,0.3,110.01,22.92,387.8,80.79,147.58,30.75,262.66,3321.34
356,LHS-000356,1,1.5,1.5,3,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.4,106.35,22.16,383.81,79.96,140.81,29.34,222.34,3361.66
357,LHS-000357,1,1.5,0.5,4,0.3,0.2,0.3,0.3,0.2,0.2,0.4,0.2,110.78,23.08,388.53,80.94,147.16,30.66,285.58,3298.42
358,LHS-000358,0.5,0.5,1.5,3,0.2,0.3,0.2,0.4,0.2,0.2,0.3,0.4,104.04,21.68,381,79.38,131.99,27.5,276.3,3307.7
359,LHS-000359,1,0.5,1,3,0.4,0.4,0.2,0.2,0.2,0.3,0.2,0.3,104.78,21.83,381.94,79.57,132.42,27.59,316.27,3267.73
360,LHS-000360,0.5,1,0.5,3.5,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,105.25,21.93,382.44,79.68,132.02,27.5,287.72,3296.28
361,LHS-000361,0.5,0.5,1,3.5,0.2,0.3,0.3,0.4,0.3,0.3,0.2,0.4,106.96,22.28,384.17,80.03,136.2,28.38,310.6,3273.4
362,LHS-000362,0.5,0.5,1.5,4,0.4,0.4,0.2,0.3,0.3,0.3,0.3,0.3,105.79,22.04,383.04,79.8,136,28.33,272.42,3311.58
363,LHS-000363,1,0.5,0.5,3.5,0.2,0.2,0.4,0.3,0.2,0.3,0.4,0.2,109.01,22.71,386.34,80.49,138.18,28.79,364.81,3219.19
364,LHS-000364,0.5,1,0.5,3,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,106.68,22.22,383.93,79.99,134.92,28.11,305.58,3278.42
365,LHS-000365,0.5,1,0.5,3,0.4,0.4,0.4,0.2,0.2,0.3,0.4,0.3,112.57,23.45,390.15,81.28,143.72,29.94,399.38,3184.62
366,LHS-000366,0.5,1.5,0.5,3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,107.03,22.3,384.43,80.09,138.28,28.81,257.16,3326.84
367,LHS-000367,1,0.5,1.5,4,0.4,0.3,0.2,0.4,0.3,0.3,0.2,0.4,107.74,22.45,385.21,80.25,141.24,29.42,285.84,3298.16
368,LHS-000368,0.5,1.5,0.5,3.5,0.4,0.4,0.2,0.3,0.3,0.2,0.4,0.3,110.73,23.07,388.43,80.92,145.66,30.35,296.45,3287.55
369,LHS-000369,1,1,1,4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,105.8,22.04,383.17,79.83,138.39,28.83,232.69,3351.31
370,LHS-000370,0.5,1.5,1.5,3.5,0.2,0.3,0.4,0.4,0.2,0.3,0.2,0.4,109.45,22.8,387.02,80.63,145.58,30.33,260.41,3323.59
371,LHS-000371,1,1.5,1,3.5,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.4,109.68,22.85,387.39,80.71,146.48,30.52,268.14,3315.86
372,LHS-000372,0.5,1.5,0.5,3.5,0.4,0.4,0.2,0.4,0.3,0.3,0.2,0.2,110.98,23.12,388.67,80.97,144.94,30.2,328.72,3255.28
373,LHS-000373,0.5,0.5,1,3.5,0.3,0.4,0.2,0.3,0.2,0.3,0.2,0.2,103.46,21.55,380.43,79.26,131.47,27.39,307.28,3276.72
374,LHS-000374,1,0.5,0.5,3,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.2,105.4,21.96,382.56,79.7,132.14,27.53,313.46,3270.54
375,LHS-000375,1,1.5,1,3,0.4,0.4,0.4,0.4,0.3,0.2,0.4,0.4,115.92,24.15,393.93,82.07,156.7,32.65,357.95,3226.05
376,LHS-000376,1,0.5,1.5,4,0.4,0.4,0.4,0.3,0.2,0.2,0.4,0.4,110.24,22.97,387.78,80.79,145.16,30.24,303.75,3280.25
377,LHS-000377,0.5,0.5,1,3.5,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.2,101.2,21.08,377.96,78.74,125.16,26.08,269.96,3314.04
378,LHS-000378,1,1.5,0.5,3.5,0.2,0.4,0.4,0.3,0.3,0.3,0.4,0.2,114.48,23.85,392.45,81.76,152.67,31.81,358.56,3225.44
379,LHS-000379,1,0.5,1.5,3,0.3,0.4,0.3,0.4,0.2,0.3,0.3,0.3,107.7,22.44,385.01,80.21,137.3,28.6,336.66,3247.34
380,LHS-000380,1,1.5,1,3.5,0.2,0.3,0.4,0.3,0.3,0.3,0.4,0.2,111.61,23.25,389.41,81.13,149.05,31.05,290.49,3293.51
381,LHS-000381,0.5,1.5,1.5,4,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.4,104.88,21.85,382.31,79.65,138.98,28.96,186.14,3397.86
382,LHS-000382,1,1.5,1.5,4,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.4,115.44,24.05,393.58,82,160.38,33.41,299.92,3284.08
383,LHS-000383,0.5,1.5,1,3.5,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.4,109.3,22.77,386.86,80.59,144.51,30.11,260.19,3323.81
384,LHS-000384,0.5,1,1.5,3.5,0.3,0.2,0.4,0.2,0.2,0.3,0.4,0.3,106.54,22.2,383.8,79.96,138.21,28.79,243.72,3340.28
385,LHS-000385,1,1.5,1,4,0.2,0.4,0.4,0.2,0.3,0.2,0.4,0.2,111.34,23.2,389.16,81.08,149.23,31.09,277.15,3306.85
386,LHS-000386,0.5,1.5,0.5,3.5,0.2,0.4,0.2,0.2,0.3,0.2,0.4,0.4,108.6,22.62,386.22,80.46,142.51,29.69,257.6,3326.4
387,LHS-000387,1,1,1,3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.4,110.58,23.04,388.23,80.88,144.95,30.2,329.28,3254.72
388,LHS-000388,0.5,1.5,1,3,0.4,0.2,0.4,0.2,0.2,0.2,0.3,0.4,108.36,22.57,385.78,80.37,141.93,29.57,261.2,3322.8
389,LHS-000389,1,0.5,0.5,3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,113.52,23.65,391.17,81.49,145.1,30.23,452.96,3131.04
390,LHS-000390,1,0.5,1.5,3,0.4,0.4,0.4,0.2,0.3,0.2,0.2,0.2,104.16,21.7,381.2,79.42,130.41,27.17,310.65,3273.35
391,LHS-000391,1,1.5,1,3,0.3,0.2,0.4,0.3,0.3,0.3,0.2,0.2,108.43,22.59,385.98,80.41,142.36,29.66,270.18,3313.82
392,LHS-000392,1,1.5,1,4,0.2,0.2,0.4,0.2,0.2,0.3,0.3,0.3,109.06,22.72,386.76,80.58,145.76,30.37,242.99,3341.01
393,LHS-000393,1,0.5,1,4,0.2,0.2,0.4,0.2,0.3,0.2,0.2,0.3,103.47,21.56,380.55,79.28,131.6,27.42,250.77,3333.23
394,LHS-000394,1,1.5,1.5,3.5,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.2,107.67,22.43,385.29,80.27,143.71,29.94,237.65,3346.35
395,LHS-000395,1,1,0.5,3.5,0.4,0.4,0.4,0.2,0.2,0.3,0.2,0.3,110.46,23.01,388.09,80.85,142.72,29.73,349.8,3234.2
396,LHS-000396,0.5,1,1.5,3.5,0.4,0.2,0.2,0.2,0.3,0.2,0.3,0.2,102.31,21.32,379.35,79.03,130.68,27.23,209.75,3374.25
397,LHS-000397,1,1,0.5,3,0.3,0.2,0.4,0.3,0.3,0.2,0.2,0.2,108.05,22.51,385.4,80.29,138.25,28.8,330.08,3253.92
398,LHS-000398,1,1,1.5,3,0.4,0.3,0.2,0.3,0.2,0.2,0.4,0.3,105.83,22.05,383.16,79.83,137.77,28.7,247.85,3336.15
399,LHS-000399,1,1,0.5,3,0.4,0.2,0.2,0.3,0.2,0.2,0.2,0.2,106,22.08,383.25,79.84,134.88,28.1,302.56,3281.44
400,LHS-000400,1,0.5,1,3.5,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.2,104.86,21.85,381.9,79.56,132.28,27.56,314.34,3269.66
401,LHS-000401,1,0.5,0.5,3,0.4,0.3,0.4,0.2,0.3,0.2,0.2,0.3,107.29,22.35,384.5,80.1,134.3,27.98,374.23,3209.77
402,LHS-000402,1,1.5,1.5,3,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,105.78,22.04,383.14,79.82,138.69,28.89,233.95,3350.05
403,LHS-000403,0.5,1.5,0.5,3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,110.34,22.99,387.91,80.81,142.63,29.71,322.37,3261.63
404,LHS-000404,0.5,1.5,1.5,4,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,103.73,21.61,381,79.37,135.13,28.15,195.9,3388.1
405,LHS-000405,0.5,1,1,4,0.3,0.2,0.4,0.2,0.2,0.2,0.4,0.3,107.94,22.49,385.29,80.27,140.81,29.34,258.11,3325.89
406,LHS-000406,0.5,1,1.5,4,0.3,0.4,0.2,0.2,0.3,0.3,0.3,0.2,104.99,21.87,382.3,79.65,137.54,28.65,233.03,3350.97
407,LHS-000407,1,0.5,1,3,0.3,0.4,0.4,0.2,0.2,0.3,0.4,0.2,109.11,22.73,386.46,80.51,137.49,28.64,376.72,3207.28
408,LHS-000408,0.5,0.5,0.5,4,0.4,0.4,0.4,0.3,0.2,0.3,0.2,0.2,108.62,22.63,385.88,80.39,138.61,28.88,404.57,3179.43
409,LHS-000409,0.5,1.5,0.5,4,0.3,0.2,0.2,0.4,0.3,0.3,0.4,0.4,112.15,23.36,390.03,81.26,151.18,31.5,282.68,3301.32
410,LHS-000410,1,0.5,1,3.5,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,102.12,21.27,379.16,78.99,128.84,26.84,234.93,3349.07
411,LHS-000411,0.5,1.5,1.5,4,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,105.35,21.95,382.7,79.73,139.21,29,203.18,3380.82
412,LHS-000412,0.5,0.5,1,3.5,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.2,104.91,21.86,381.94,79.57,130.9,27.27,305.77,3278.23
413,LHS-000413,1,1.5,0.5,3,0.3,0.2,0.2,0.3,0.2,0.3,0.4,0.4,110.62,23.05,388.37,80.91,146.73,30.57,292.93,3291.07
414,LHS-000414,0.5,1.5,1,3.5,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.4,105.58,21.99,382.95,79.78,138.33,28.82,211.89,3372.11
415,LHS-000415,0.5,0.5,0.5,4,0.4,0.4,0.4,0.2,0.2,0.2,0.3,0.2,107.89,22.48,385.06,80.22,134.36,27.99,372.85,3211.15
416,LHS-000416,0.5,1.5,1.5,3.5,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.4,108.42,22.59,385.94,80.4,143.86,29.97,251.29,3332.71
417,LHS-000417,0.5,1.5,0.5,3,0.3,0.3,0.4,0.4,0.2,0.3,0.2,0.4,113.16,23.58,390.89,81.43,148.45,30.93,360.4,3223.6
418,LHS-000418,0.5,0.5,1.5,4,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.3,100.84,21.01,377.67,78.68,126.87,26.43,219.36,3364.64
419,LHS-000419,0.5,0.5,0.5,3,0.4,0.4,0.3,0.2,0.2,0.3,0.4,0.4,109.65,22.84,386.99,80.62,137.53,28.65,386.95,3197.05
420,LHS-000420,0.5,1.5,1,3.5,0.3,0.2,0.2,0.4,0.2,0.3,0.3,0.2,106.36,22.16,383.74,79.95,138.84,28.92,234.07,3349.93
421,LHS-000421,0.5,0.5,1,4,0.3,0.3,0.3,0.4,0.2,0.3,0.2,0.4,107.84,22.47,385.13,80.24,138.46,28.85,313.22,3270.78
422,LHS-000422,1,1,0.5,4,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.2,108.27,22.56,385.77,80.37,139.49,29.06,309.5,3274.5
423,LHS-000423,0.5,1.5,1.5,4,0.4,0.2,0.4,0.2,0.3,0.3,0.4,0.3,109.76,22.87,387.4,80.71,146.85,30.59,238.67,3345.33
424,LHS-000424,1,0.5,1.5,3.5,0.4,0.3,0.4,0.3,0.2,0.3,0.3,0.4,108.08,22.52,385.46,80.3,139.94,29.15,300.89,3283.11
425,LHS-000425,1,1.5,1.5,3.5,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,106.33,22.15,383.86,79.97,141.32,29.44,224.58,3359.42
426,LHS-000426,1,0.5,1.5,3.5,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,107.87,22.47,385.23,80.26,138.93,28.94,307.25,3276.75
427,LHS-000427,1,0.5,0.5,3,0.2,0.2,0.4,0.3,0.3,0.2,0.3,0.2,107.1,22.31,384.24,80.05,134.21,27.96,367.53,3216.47
428,LHS-000428,1,1,0.5,4,0.4,0.2,0.4,0.3,0.2,0.2,0.2,0.3,109.41,22.79,386.93,80.61,142.57,29.7,313.25,3270.75
429,LHS-000429,1,1,1,3.5,0.4,0.4,0.4,0.3,0.2,0.2,0.4,0.3,111.52,23.23,389.17,81.08,146.54,30.53,322.55,3261.45
430,LHS-000430,1,1,0.5,3.5,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,107.54,22.4,384.97,80.2,138.43,28.84,289.11,3294.89
431,LHS-000431,1,0.5,1,3,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,109.27,22.76,386.63,80.55,139.69,29.1,361.03,3222.97
432,LHS-000432,1,0.5,0.5,3,0.2,0.3,0.3,0.2,0.3,0.3,0.4,0.2,107.74,22.45,385.03,80.21,134.92,28.11,360.05,3223.95
433,LHS-000433,1,1,0.5,3,0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.2,110.25,22.97,387.78,80.79,141.45,29.47,360.43,3223.57
434,LHS-000434,1,1,1,3,0.2,0.4,0.4,0.2,0.2,0.2,0.4,0.3,109.5,22.81,386.99,80.62,141.98,29.58,310.48,3273.52
435,LHS-000435,1,1,1,4,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.2,107.48,22.39,384.86,80.18,140.02,29.17,280.03,3303.97
436,LHS-000436,1,1.5,1,4,0.4,0.3,0.4,0.4,0.2,0.3,0.4,0.2,113.82,23.71,391.79,81.62,154.03,32.09,312.39,3271.61
437,LHS-000437,0.5,1,1,3.5,0.3,0.2,0.3,0.4,0.3,0.2,0.3,0.4,108.73,22.65,386.13,80.44,142.62,29.71,276.63,3307.37
438,LHS-000438,1,1.5,0.5,4,0.3,0.2,0.2,0.4,0.2,0.2,0.4,0.4,112.19,23.37,390.13,81.28,152.22,31.71,283.37,3300.63
439,LHS-000439,1,0.5,1,4,0.4,0.3,0.4,0.4,0.2,0.3,0.2,0.4,110.34,22.99,387.89,80.81,143.84,29.97,340.82,3243.18
440,LHS-000440,0.5,0.5,1,3,0.4,0.3,0.4,0.2,0.2,0.3,0.3,0.4,106.81,22.25,383.96,79.99,134.22,27.96,326.82,3257.18
441,LHS-000441,1,1,0.5,3.5,0.3,0.4,0.4,0.3,0.2,0.3,0.4,0.4,115.03,23.97,392.96,81.87,152.43,31.76,387.55,3196.45
442,LHS-000442,0.5,1.5,1,3.5,0.4,0.2,0.4,0.2,0.2,0.3,0.2,0.3,106.93,22.28,384.33,80.07,139.47,29.06,241.53,3342.47
443,LHS-000443,1,0.5,0.5,4,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.3,110.7,23.06,388.23,80.88,141.95,29.57,373.03,3210.97
444,LHS-000444,0.5,1.5,1,4,0.3,0.4,0.3,0.4,0.3,0.3,0.4,0.3,113.37,23.62,391.3,81.52,153.42,31.96,298.64,3285.36
445,LHS-000445,1,0.5,1,3.5,0.3,0.4,0.3,0.4,0.2,0.2,0.2,0.2,104.99,21.87,382.08,79.6,131.73,27.44,321.04,3262.96
446,LHS-000446,1,1,1,3,0.4,0.4,0.2,0.2,0.2,0.3,0.2,0.3,106.75,22.24,384.17,80.04,137.33,28.61,288.81,3295.19
447,LHS-000447,0.5,1.5,0.5,3.5,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.4,110.57,23.04,388.17,80.87,145.46,30.3,287,3297
448,LHS-000448,0.5,1.5,1,3.5,0.4,0.3,0.4,0.3,0.2,0.3,0.4,0.3,112.04,23.34,389.75,81.2,148.47,30.93,299.54,3284.46
449,LHS-000449,0.5,1,1.5,3,0.4,0.4,0.4,0.3,0.2,0.3,0.4,0.2,109.58,22.83,386.98,80.62,140.77,29.33,325.63,3258.37
450,LHS-000450,0.5,1,1.5,3.5,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,101.52,21.15,378.49,78.85,128.58,26.79,211.07,3372.93
451,LHS-000451,0.5,1.5,1.5,3.5,0.3,0.2,0.3,0.2,0.3,0.3,0.4,0.4,107.11,22.31,384.61,80.13,141.98,29.58,212.43,3371.57
452,LHS-000452,0.5,1.5,0.5,4,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.4,110.86,23.1,388.66,80.97,147.55,30.74,279.49,3304.51
453,LHS-000453,1,1.5,1.5,3.5,0.3,0.3,0.2,0.4,0.3,0.3,0.4,0.2,108.17,22.54,385.83,80.38,144.98,30.2,236.28,3347.72
454,LHS-000454,0.5,0.5,0.5,3.5,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,104.51,21.77,381.56,79.49,130.73,27.24,288.1,3295.9
455,LHS-000455,1,1.5,1.5,3.5,0.2,0.4,0.3,0.4,0.2,0.3,0.4,0.4,112.38,23.41,390.3,81.31,153.47,31.97,279.9,3304.1
456,LHS-000456,1,1,1,4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.3,105.51,21.98,382.92,79.78,138.2,28.79,220.15,3363.85
457,LHS-000457,1,1.5,1.5,3,0.4,0.2,0.4,0.2,0.3,0.2,0.2,0.2,106.46,22.18,383.88,79.97,139.98,29.16,240.03,3343.97
458,LHS-000458,1,1.5,0.5,3,0.2,0.3,0.3,0.4,0.2,0.3,0.2,0.4,112.83,23.51,390.66,81.39,149.98,31.25,342.61,3241.39
459,LHS-000459,1,1.5,1.5,3.5,0.4,0.4,0.3,0.2,0.2,0.2,0.4,0.4,109.02,22.71,386.71,80.57,146.58,30.54,238.86,3345.14
460,LHS-000460,0.5,1,0.5,3,0.2,0.4,0.4,0.2,0.2,0.3,0.3,0.2,109.63,22.84,387.02,80.63,139.91,29.15,371.33,3212.67
461,LHS-000461,1,1,1,4,0.2,0.2,0.4,0.3,0.2,0.3,0.4,0.3,110.4,23,388.05,80.84,146.46,30.51,280.39,3303.61
462,LHS-000462,0.5,1,1.5,3,0.4,0.2,0.3,0.2,0.2,0.2,0.4,0.4,105.16,21.91,382.31,79.65,135.96,28.32,235.54,3348.46
463,LHS-000463,1,1.5,1.5,3,0.4,0.3,0.4,0.2,0.2,0.2,0.3,0.4,108.78,22.66,386.36,80.49,144.41,30.09,253.99,3330.01
464,LHS-000464,1,0.5,1,3,0.3,0.4,0.4,0.4,0.2,0.2,0.4,0.4,112.18,23.37,389.69,81.18,145.43,30.3,394.4,3189.6
465,LHS-000465,1,0.5,1,3.5,0.2,0.3,0.3,0.2,0.3,0.2,0.4,0.4,105.88,22.06,383.15,79.82,136.23,28.38,258.99,3325.01
466,LHS-000466,0.5,1,1,4,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.3,107.46,22.39,384.78,80.16,140,29.17,251,3333
467,LHS-000467,1,1.5,1.5,4,0.4,0.4,0.2,0.3,0.2,0.3,0.2,0.4,109.68,22.85,387.51,80.73,149.44,31.13,249.94,3334.06
468,LHS-000468,1,0.5,1.5,3,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.3,106.28,22.14,383.48,79.89,135.42,28.21,310.4,3273.6
469,LHS-000469,1,1,1.5,3.5,0.4,0.2,0.3,0.4,0.3,0.2,0.4,0.3,108.78,22.66,386.3,80.48,144.32,30.07,263.56,3320.44
470,LHS-000470,1,0.5,1,3,0.4,0.3,0.4,0.2,0.3,0.3,0.4,0.2,109.17,22.74,386.52,80.53,138.48,28.85,365.07,3218.93
471,LHS-000471,1,0.5,1.5,3.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.4,100.56,20.95,377.49,78.64,127.51,26.56,215.31,3368.69
472,LHS-000472,0.5,0.5,0.5,4,0.3,0.2,0.3,0.3,0.2,0.2,0.4,0.3,107.4,22.38,384.59,80.12,136.66,28.47,311.32,3272.68
473,LHS-000473,0.5,1,1.5,4,0.2,0.2,0.4,0.4,0.3,0.2,0.4,0.2,107.66,22.43,384.97,80.2,141.11,29.4,251.63,3332.37
474,LHS-000474,1,1.5,0.5,3,0.3,0.3,0.4,0.4,0.2,0.2,0.3,0.3,113.52,23.65,391.32,81.52,150.15,31.28,358.66,3225.34
475,LHS-000475,1,1.5,0.5,3.5,0.3,0.4,0.4,0.3,0.2,0.2,0.3,0.2,112.14,23.36,389.91,81.23,147.65,30.76,334.06,3249.94
476,LHS-000476,0.5,0.5,0.5,3.5,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.3,106.51,22.19,383.6,79.92,132.49,27.6,364.14,3219.86
477,LHS-000477,0.5,0.5,1,3,0.2,0.3,0.4,0.3,0.3,0.2,0.4,0.3,107.59,22.42,384.71,80.15,135.99,28.33,337.16,3246.84
478,LHS-000478,1,0.5,1,4,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.3,111.98,23.33,389.56,81.16,146.29,30.48,360.45,3223.55
479,LHS-000479,0.5,0.5,1.5,3.5,0.4,0.4,0.2,0.3,0.3,0.2,0.4,0.2,103.4,21.54,380.39,79.25,129.9,27.06,259.28,3324.72
480,LHS-000480,0.5,1.5,1.5,3.5,0.2,0.3,0.4,0.2,0.3,0.3,0.3,0.4,107.89,22.48,385.42,80.3,142.81,29.75,230.49,3353.51
481,LHS-000481,0.5,0.5,0.5,3,0.2,0.3,0.2,0.3,0.2,0.3,0.4,0.4,107.28,22.35,384.48,80.1,134.71,28.06,336.36,3247.64
482,LHS-000482,1,0.5,1,4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,103.24,21.51,380.43,79.26,133.13,27.74,212.41,3371.59
483,LHS-000483,0.5,1.5,0.5,3.5,0.4,0.2,0.3,0.4,0.3,0.2,0.2,0.2,109.18,22.75,386.66,80.55,142.15,29.61,297.17,3286.83
484,LHS-000484,1,1.5,1,3,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.3,108.33,22.57,385.9,80.4,142.41,29.67,262.56,3321.44
485,LHS-000485,1,1.5,0.5,3.5,0.3,0.2,0.4,0.4,0.3,0.2,0.2,0.3,111.74,23.28,389.5,81.15,148.35,30.91,315.76,3268.24
486,LHS-000486,0.5,1.5,0.5,3.5,0.2,0.2,0.2,0.4,0.3,0.2,0.4,0.3,109.17,22.74,386.73,80.57,143.64,29.92,268.32,3315.68
487,LHS-000487,1,1,1,3,0.2,0.4,0.3,0.2,0.2,0.3,0.3,0.4,108.37,22.58,385.89,80.39,140.9,29.35,291.08,3292.92
488,LHS-000488,0.5,0.5,0.5,3,0.2,0.4,0.3,0.4,0.3,0.2,0.4,0.2,108.26,22.55,385.4,80.29,135.07,28.14,392.96,3191.04
489,LHS-000489,0.5,1.5,0.5,4,0.4,0.3,0.3,0.4,0.2,0.2,0.2,0.3,111.11,23.15,388.77,80.99,146.44,30.51,308.58,3275.42
490,LHS-000490,0.5,1.5,0.5,3.5,0.3,0.4,0.4,0.3,0.2,0.3,0.4,0.3,114.49,23.85,392.36,81.74,151.43,31.55,362.6,3221.4
491,LHS-000491,1,1.5,1.5,4,0.4,0.4,0.3,0.3,0.2,0.2,0.4,0.4,111.35,23.2,389.23,81.09,152.44,31.76,253.47,3330.53
492,LHS-000492,1,0.5,0.5,3,0.2,0.2,0.4,0.4,0.2,0.2,0.3,0.4,110.6,23.04,387.97,80.83,141.78,29.54,400.43,3183.57
493,LHS-000493,1,0.5,1,3,0.4,0.3,0.2,0.4,0.3,0.2,0.2,0.2,104.49,21.77,381.55,79.49,131.07,27.31,320.99,3263.01
494,LHS-000494,1,1,1.5,3.5,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.2,103.62,21.59,380.85,79.34,133.91,27.9,215.16,3368.84
495,LHS-000495,0.5,1,1,3.5,0.4,0.2,0.2,0.2,0.3,0.3,0.4,0.3,105.31,21.94,382.59,79.71,135.82,28.3,230.12,3353.88
496,LHS-000496,1,1,1.5,4,0.2,0.3,0.2,0.3,0.2,0.3,0.4,0.3,106.41,22.17,383.93,79.99,141.19,29.41,224.29,3359.71
497,LHS-000497,0.5,0.5,1,3.5,0.3,0.2,0.3,0.3,0.3,0.2,0.2,0.3,103.01,21.46,379.91,79.15,129.13,26.9,271.26,3312.74
498,LHS-000498,1,1,1,4,0.4,0.4,0.2,0.4,0.2,0.3,0.3,0.2,109.06,22.72,386.69,80.56,143.46,29.89,292.41,3291.59
499,LHS-000499,1,0.5,1.5,3,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.4,104.17,21.7,381.29,79.44,132.32,27.57,278.82,3305.18
500,LHS-000500,0.5,1.5,1,4,0.4,0.2,0.2,0.3,0.2,0.3,0.3,0.4,108.26,22.55,385.88,80.39,144.49,30.1,229.15,3354.85
501,LHS-000501,0.5,0.5,0.5,3,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.3,103.73,21.61,380.69,79.31,127.39,26.54,320.06,3263.94
502,LHS-000502,1,0.5,1,3.5,0.4,0.3,0.2,0.4,0.2,0.3,0.3,0.2,105.42,21.96,382.63,79.71,133.2,27.75,302.05,3281.95
503,LHS-000503,0.5,1.5,1,3.5,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.3,110.03,22.92,387.64,80.76,145.06,30.22,273.79,3310.21
504,LHS-000504,0.5,1.5,1.5,3,0.2,0.2,0.3,0.4,0.3,0.3,0.4,0.3,108.45,22.59,385.91,80.4,143.4,29.88,249.34,3334.66
505,LHS-000505,0.5,1.5,0.5,4,0.3,0.4,0.2,0.3,0.2,0.2,0.4,0.3,110.14,22.95,387.85,80.8,145.74,30.36,277.03,3306.97
506,LHS-000506,0.5,1.5,1.5,3.5,0.2,0.4,0.3,0.4,0.3,0.2,0.3,0.4,109.6,22.83,387.2,80.67,146.3,30.48,253.74,3330.26
507,LHS-000507,1,1,0.5,3,0.4,0.2,0.4,0.3,0.2,0.3,0.3,0.3,111.04,23.13,388.6,80.96,143.77,29.95,359.25,3224.75
508,LHS-000508,1,1,1,4,0.4,0.3,0.4,0.3,0.2,0.3,0.2,0.3,109.39,22.79,386.99,80.62,143.8,29.96,293.32,3290.68
509,LHS-000509,1,1,1,4,0.3,0.3,0.4,0.4,0.2,0.2,0.2,0.2,107.83,22.47,385.26,80.26,140.22,29.21,287.14,3296.86
510,LHS-000510,1,0.5,1.5,3,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.4,104.09,21.69,381.15,79.41,133.36,27.78,278.11,3305.89
511,LHS-000511,0.5,1.5,0.5,3,0.4,0.4,0.2,0.4,0.2,0.3,0.4,0.4,113.81,23.71,391.66,81.6,150.8,31.42,356.98,3227.02
512,LHS-000512,1,0.5,1.5,4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.3,102.66,21.39,379.71,79.11,130.42,27.17,244.84,3339.16
513,LHS-000513,1,1,1.5,3.5,0.4,0.2,0.3,0.4,0.2,0.2,0.2,0.4,107.34,22.36,384.75,80.16,141.83,29.55,259.12,3324.88
